RUN	simulations.Main_Simulation	main-simulation	1650549084480	 	3.3.1
USER	Solirius Simulation	1	START	1650549085466	1650549085466
GROUP	2	solirius_170_Job_Application_Apply	1650549172255	1650549173291	997	OK
REQUEST	2	solirius_190_Job_Application_Apply_Success	solirius_190_Job_Application_Apply_Success	1650549173293	1650549173315	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
GROUP	2	solirius_190_Job_Application_Apply_Success	1650549173291	1650549173316	22	KO
USER	Solirius Simulation	2	END	1650549145472	1650549173322
USER	Solirius Simulation	3	START	1650549205472	1650549205472
REQUEST	3	solirius_010_HomePage	solirius_010_HomePage	1650549205480	1650549206053	OK	 
GROUP	3	solirius_010_HomePage	1650549205477	1650549206472	947	OK
REQUEST	3	solirius_020_About_Us	solirius_020_About_Us	1650549212021	1650549212083	OK	 
GROUP	3	solirius_020_About_Us	1650549212002	1650549212149	94	OK
REQUEST	3	solirius_030_Business-Consulting	solirius_030_Business-Consulting	1650549219102	1650549220642	OK	 
GROUP	3	solirius_030_Business-Consulting	1650549219084	1650549221285	2126	OK
REQUEST	3	solirius_040_Cloud_Cyber	solirius_040_Cloud_Cyber	1650549221289	1650549221400	OK	 
GROUP	3	solirius_040_Cloud_Cyber	1650549221286	1650549221842	453	OK
REQUEST	3	solirius_050_Data_AI	solirius_050_Data_AI	1650549221861	1650549222353	OK	 
GROUP	3	solirius_050_Data_AI	1650549221842	1650549222406	494	OK
REQUEST	3	solirius_060_Digital_Delivery	solirius_060_Digital_Delivery	1650549222407	1650549222455	OK	 
GROUP	3	solirius_060_Digital_Delivery	1650549222406	1650549222812	361	OK
REQUEST	3	solirius_070_Digital_Engineering	solirius_070_Digital_Engineering	1650549222814	1650549222991	OK	 
GROUP	3	solirius_070_Digital_Engineering	1650549222812	1650549223067	215	OK
REQUEST	3	solirius_080_User_Centered_Design	solirius_080_User_Centered_Design	1650549223069	1650549224563	OK	 
GROUP	3	solirius_080_User_Centered_Design	1650549223067	1650549224633	1525	OK
REQUEST	3	solirius_090_Insights	solirius_090_Insights	1650549224634	1650549227830	OK	 
GROUP	3	solirius_090_Insights	1650549224633	1650549227905	3226	OK
REQUEST	3	solirius_100_Blog_1_Rebecca	solirius_100_Blog_1_Rebecca	1650549227906	1650549227963	OK	 
GROUP	3	solirius_100_Blog_1_Rebecca	1650549227905	1650549228028	88	OK
REQUEST	3	solirius_110_Blog_2_Max	solirius_110_Blog_2_Max	1650549228029	1650549228095	OK	 
GROUP	3	solirius_110_Blog_2_Max	1650549228028	1650549228362	295	OK
REQUEST	3	solirius_120_Contact	solirius_120_Contact	1650549228363	1650549228958	OK	 
GROUP	3	solirius_120_Contact	1650549228362	1650549229006	596	OK
REQUEST	3	solirius_140_Join_Our_Team	solirius_140_Join_Our_Team	1650549229007	1650549229065	OK	 
GROUP	3	solirius_140_Join_Our_Team	1650549229006	1650549229365	328	OK
REQUEST	3	solirius_150_Job_Search	solirius_150_Job_Search	1650549229368	1650549231000	OK	 
GROUP	3	solirius_150_Job_Search	1650549229365	1650549231047	1633	OK
REQUEST	3	solirius_160_Job_Application	solirius_160_Job_Application	1650549231047	1650549231945	OK	 
GROUP	3	solirius_160_Job_Application	1650549231047	1650549231989	899	OK
REQUEST	3	solirius_170_Job_Application_Apply	solirius_170_Job_Application_Apply	1650549231993	1650549232967	OK	 
GROUP	3	solirius_170_Job_Application_Apply	1650549231989	1650549233020	975	OK
REQUEST	3	solirius_190_Job_Application_Apply_Success	solirius_190_Job_Application_Apply_Success	1650549233021	1650549233070	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
GROUP	3	solirius_190_Job_Application_Apply_Success	1650549233020	1650549233073	49	KO
USER	Solirius Simulation	3	END	1650549205472	1650549233082
USER	Solirius Simulation	4	START	1650549265472	1650549265472
REQUEST	4	solirius_010_HomePage	solirius_010_HomePage	1650549265485	1650549265972	OK	 
GROUP	4	solirius_010_HomePage	1650549265480	1650549266261	732	OK
REQUEST	4	solirius_020_About_Us	solirius_020_About_Us	1650549271388	1650549271445	OK	 
GROUP	4	solirius_020_About_Us	1650549271384	1650549271507	89	OK
REQUEST	4	solirius_030_Business-Consulting	solirius_030_Business-Consulting	1650549278155	1650549280473	OK	 
GROUP	4	solirius_030_Business-Consulting	1650549278152	1650549280559	2367	OK
REQUEST	4	solirius_040_Cloud_Cyber	solirius_040_Cloud_Cyber	1650549280560	1650549280632	OK	 
GROUP	4	solirius_040_Cloud_Cyber	1650549280559	1650549280693	100	OK
REQUEST	4	solirius_050_Data_AI	solirius_050_Data_AI	1650549280693	1650549281141	OK	 
GROUP	4	solirius_050_Data_AI	1650549280693	1650549281179	449	OK
REQUEST	4	solirius_060_Digital_Delivery	solirius_060_Digital_Delivery	1650549281180	1650549281238	OK	 
GROUP	4	solirius_060_Digital_Delivery	1650549281179	1650549281301	85	OK
REQUEST	4	solirius_070_Digital_Engineering	solirius_070_Digital_Engineering	1650549281302	1650549281594	OK	 
GROUP	4	solirius_070_Digital_Engineering	1650549281301	1650549281674	333	OK
REQUEST	4	solirius_080_User_Centered_Design	solirius_080_User_Centered_Design	1650549281675	1650549283944	OK	 
GROUP	4	solirius_080_User_Centered_Design	1650549281674	1650549284275	2500	OK
REQUEST	4	solirius_090_Insights	solirius_090_Insights	1650549284280	1650549285793	OK	 
GROUP	4	solirius_090_Insights	1650549284276	1650549285866	1541	OK
REQUEST	4	solirius_100_Blog_1_Rebecca	solirius_100_Blog_1_Rebecca	1650549285867	1650549285923	OK	 
GROUP	4	solirius_100_Blog_1_Rebecca	1650549285866	1650549286152	254	OK
REQUEST	4	solirius_110_Blog_2_Max	solirius_110_Blog_2_Max	1650549286160	1650549286218	OK	 
GROUP	4	solirius_110_Blog_2_Max	1650549286155	1650549286464	251	OK
REQUEST	4	solirius_120_Contact	solirius_120_Contact	1650549286464	1650549286919	OK	 
GROUP	4	solirius_120_Contact	1650549286464	1650549286960	456	OK
REQUEST	4	solirius_140_Join_Our_Team	solirius_140_Join_Our_Team	1650549286961	1650549287015	OK	 
GROUP	4	solirius_140_Join_Our_Team	1650549286960	1650549287070	77	OK
REQUEST	4	solirius_150_Job_Search	solirius_150_Job_Search	1650549287071	1650549288049	OK	 
GROUP	4	solirius_150_Job_Search	1650549287070	1650549288096	979	OK
REQUEST	4	solirius_160_Job_Application	solirius_160_Job_Application	1650549288096	1650549289066	OK	 
GROUP	4	solirius_160_Job_Application	1650549288096	1650549289101	971	OK
REQUEST	4	solirius_170_Job_Application_Apply	solirius_170_Job_Application_Apply	1650549289101	1650549290067	OK	 
GROUP	4	solirius_170_Job_Application_Apply	1650549289101	1650549290109	967	OK
REQUEST	4	solirius_190_Job_Application_Apply_Success	solirius_190_Job_Application_Apply_Success	1650549290109	1650549290132	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
GROUP	4	solirius_190_Job_Application_Apply_Success	1650549290109	1650549290133	23	KO
USER	Solirius Simulation	4	END	1650549265472	1650549290138
USER	Solirius Simulation	5	START	1650549325473	1650549325473
REQUEST	5	solirius_010_HomePage	solirius_010_HomePage	1650549325484	1650549326112	OK	 
GROUP	5	solirius_010_HomePage	1650549325482	1650549326385	860	OK
REQUEST	5	solirius_020_About_Us	solirius_020_About_Us	1650549331656	1650549331713	OK	 
GROUP	5	solirius_020_About_Us	1650549331653	1650549331785	90	OK
REQUEST	5	solirius_030_Business-Consulting	solirius_030_Business-Consulting	1650549337798	1650549339036	OK	 
GROUP	5	solirius_030_Business-Consulting	1650549337795	1650549339113	1272	OK
REQUEST	5	solirius_040_Cloud_Cyber	solirius_040_Cloud_Cyber	1650549339114	1650549339183	OK	 
GROUP	5	solirius_040_Cloud_Cyber	1650549339113	1650549339249	99	OK
REQUEST	5	solirius_050_Data_AI	solirius_050_Data_AI	1650549339249	1650549339681	OK	 
GROUP	5	solirius_050_Data_AI	1650549339249	1650549339713	433	OK
REQUEST	5	solirius_060_Digital_Delivery	solirius_060_Digital_Delivery	1650549339713	1650549339766	OK	 
GROUP	5	solirius_060_Digital_Delivery	1650549339713	1650549339818	79	OK
REQUEST	5	solirius_070_Digital_Engineering	solirius_070_Digital_Engineering	1650549339818	1650549339871	OK	 
GROUP	5	solirius_070_Digital_Engineering	1650549339818	1650549339928	81	OK
REQUEST	5	solirius_080_User_Centered_Design	solirius_080_User_Centered_Design	1650549339928	1650549342413	OK	 
GROUP	5	solirius_080_User_Centered_Design	1650549339928	1650549342493	2520	OK
REQUEST	5	solirius_090_Insights	solirius_090_Insights	1650549342494	1650549344262	OK	 
GROUP	5	solirius_090_Insights	1650549342493	1650549344330	1799	OK
REQUEST	5	solirius_100_Blog_1_Rebecca	solirius_100_Blog_1_Rebecca	1650549344332	1650549344395	OK	 
GROUP	5	solirius_100_Blog_1_Rebecca	1650549344330	1650549344522	120	OK
REQUEST	5	solirius_110_Blog_2_Max	solirius_110_Blog_2_Max	1650549344530	1650549344595	OK	 
GROUP	5	solirius_110_Blog_2_Max	1650549344522	1650549344820	249	OK
REQUEST	5	solirius_120_Contact	solirius_120_Contact	1650549344821	1650549345291	OK	 
GROUP	5	solirius_120_Contact	1650549344820	1650549345349	471	OK
REQUEST	5	solirius_140_Join_Our_Team	solirius_140_Join_Our_Team	1650549345350	1650549345414	OK	 
GROUP	5	solirius_140_Join_Our_Team	1650549345349	1650549345463	83	OK
REQUEST	5	solirius_150_Job_Search	solirius_150_Job_Search	1650549345468	1650549346319	OK	 
GROUP	5	solirius_150_Job_Search	1650549345463	1650549346355	852	OK
REQUEST	5	solirius_160_Job_Application	solirius_160_Job_Application	1650549346356	1650549347258	OK	 
GROUP	5	solirius_160_Job_Application	1650549346355	1650549347297	903	OK
REQUEST	5	solirius_170_Job_Application_Apply	solirius_170_Job_Application_Apply	1650549347298	1650549348261	OK	 
GROUP	5	solirius_170_Job_Application_Apply	1650549347297	1650549348306	964	OK
REQUEST	5	solirius_190_Job_Application_Apply_Success	solirius_190_Job_Application_Apply_Success	1650549348307	1650549348399	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
GROUP	5	solirius_190_Job_Application_Apply_Success	1650549348306	1650549348404	92	KO
USER	Solirius Simulation	5	END	1650549325473	1650549348408
USER	Solirius Simulation	6	START	1650549385473	1650549385473
REQUEST	6	solirius_010_HomePage	solirius_010_HomePage	1650549385487	1650549385963	OK	 
GROUP	6	solirius_010_HomePage	1650549385482	1650549386250	719	OK
REQUEST	6	solirius_020_About_Us	solirius_020_About_Us	1650549392325	1650549392387	OK	 
GROUP	6	solirius_020_About_Us	1650549392323	1650549392467	101	OK
REQUEST	6	solirius_030_Business-Consulting	solirius_030_Business-Consulting	1650549398865	1650549399994	OK	 
GROUP	6	solirius_030_Business-Consulting	1650549398864	1650549400500	1597	OK
REQUEST	6	solirius_040_Cloud_Cyber	solirius_040_Cloud_Cyber	1650549400500	1650549400551	OK	 
GROUP	6	solirius_040_Cloud_Cyber	1650549400500	1650549400896	357	OK
REQUEST	6	solirius_050_Data_AI	solirius_050_Data_AI	1650549400897	1650549402114	OK	 
GROUP	6	solirius_050_Data_AI	1650549400897	1650549402157	1218	OK
REQUEST	6	solirius_060_Digital_Delivery	solirius_060_Digital_Delivery	1650549402159	1650549402225	OK	 
GROUP	6	solirius_060_Digital_Delivery	1650549402157	1650549402379	166	OK
REQUEST	6	solirius_070_Digital_Engineering	solirius_070_Digital_Engineering	1650549402383	1650549402702	OK	 
GROUP	6	solirius_070_Digital_Engineering	1650549402379	1650549402776	350	OK
REQUEST	6	solirius_080_User_Centered_Design	solirius_080_User_Centered_Design	1650549402777	1650549403869	OK	 
GROUP	6	solirius_080_User_Centered_Design	1650549402776	1650549404124	1293	OK
REQUEST	6	solirius_090_Insights	solirius_090_Insights	1650549404125	1650549406410	OK	 
GROUP	6	solirius_090_Insights	1650549404124	1650549406524	2353	OK
REQUEST	6	solirius_100_Blog_1_Rebecca	solirius_100_Blog_1_Rebecca	1650549406524	1650549406632	OK	 
GROUP	6	solirius_100_Blog_1_Rebecca	1650549406524	1650549406693	134	OK
REQUEST	6	solirius_110_Blog_2_Max	solirius_110_Blog_2_Max	1650549406693	1650549406753	OK	 
GROUP	6	solirius_110_Blog_2_Max	1650549406693	1650549407037	274	OK
REQUEST	6	solirius_120_Contact	solirius_120_Contact	1650549407044	1650549407575	OK	 
GROUP	6	solirius_120_Contact	1650549407037	1650549407633	532	OK
REQUEST	6	solirius_140_Join_Our_Team	solirius_140_Join_Our_Team	1650549407633	1650549407681	OK	 
GROUP	6	solirius_140_Join_Our_Team	1650549407633	1650549408155	488	OK
REQUEST	6	solirius_150_Job_Search	solirius_150_Job_Search	1650549408156	1650549409289	OK	 
GROUP	6	solirius_150_Job_Search	1650549408155	1650549409334	1134	OK
REQUEST	6	solirius_160_Job_Application	solirius_160_Job_Application	1650549409334	1650549410238	OK	 
GROUP	6	solirius_160_Job_Application	1650549409334	1650549410281	905	OK
REQUEST	6	solirius_170_Job_Application_Apply	solirius_170_Job_Application_Apply	1650549410281	1650549411544	OK	 
GROUP	6	solirius_170_Job_Application_Apply	1650549410281	1650549411587	1264	OK
REQUEST	6	solirius_190_Job_Application_Apply_Success	solirius_190_Job_Application_Apply_Success	1650549411587	1650549411613	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
GROUP	6	solirius_190_Job_Application_Apply_Success	1650549411587	1650549411615	26	KO
USER	Solirius Simulation	6	END	1650549385473	1650549411620
USER	Solirius Simulation	7	START	1650549445471	1650549445471
REQUEST	7	solirius_010_HomePage	solirius_010_HomePage	1650549445479	1650549445930	OK	 
GROUP	7	solirius_010_HomePage	1650549445478	1650549446326	807	OK
REQUEST	7	solirius_020_About_Us	solirius_020_About_Us	1650549452462	1650549452518	OK	 
GROUP	7	solirius_020_About_Us	1650549452461	1650549452595	92	OK
REQUEST	7	solirius_030_Business-Consulting	solirius_030_Business-Consulting	1650549457905	1650549459551	OK	 
GROUP	7	solirius_030_Business-Consulting	1650549457904	1650549459721	1761	OK
REQUEST	7	solirius_040_Cloud_Cyber	solirius_040_Cloud_Cyber	1650549459722	1650549459766	OK	 
GROUP	7	solirius_040_Cloud_Cyber	1650549459721	1650549459897	132	OK
REQUEST	7	solirius_050_Data_AI	solirius_050_Data_AI	1650549459898	1650549460789	OK	 
GROUP	7	solirius_050_Data_AI	1650549459897	1650549460819	892	OK
REQUEST	7	solirius_060_Digital_Delivery	solirius_060_Digital_Delivery	1650549460819	1650549460854	OK	 
GROUP	7	solirius_060_Digital_Delivery	1650549460819	1650549460911	66	OK
REQUEST	7	solirius_070_Digital_Engineering	solirius_070_Digital_Engineering	1650549460911	1650549460955	OK	 
GROUP	7	solirius_070_Digital_Engineering	1650549460911	1650549461011	73	OK
REQUEST	7	solirius_080_User_Centered_Design	solirius_080_User_Centered_Design	1650549461011	1650549463155	OK	 
GROUP	7	solirius_080_User_Centered_Design	1650549461011	1650549463308	2254	OK
REQUEST	7	solirius_090_Insights	solirius_090_Insights	1650549463308	1650549465298	OK	 
GROUP	7	solirius_090_Insights	1650549463308	1650549465707	2358	OK
REQUEST	7	solirius_100_Blog_1_Rebecca	solirius_100_Blog_1_Rebecca	1650549465707	1650549465791	OK	 
GROUP	7	solirius_100_Blog_1_Rebecca	1650549465707	1650549465874	139	OK
REQUEST	7	solirius_110_Blog_2_Max	solirius_110_Blog_2_Max	1650549465875	1650549465938	OK	 
GROUP	7	solirius_110_Blog_2_Max	1650549465874	1650549466297	353	OK
REQUEST	7	solirius_120_Contact	solirius_120_Contact	1650549466311	1650549466758	OK	 
GROUP	7	solirius_120_Contact	1650549466298	1650549466810	448	OK
REQUEST	7	solirius_140_Join_Our_Team	solirius_140_Join_Our_Team	1650549466810	1650549466853	OK	 
GROUP	7	solirius_140_Join_Our_Team	1650549466810	1650549466904	65	OK
REQUEST	7	solirius_150_Job_Search	solirius_150_Job_Search	1650549466905	1650549467727	OK	 
GROUP	7	solirius_150_Job_Search	1650549466905	1650549467768	823	OK
REQUEST	7	solirius_160_Job_Application	solirius_160_Job_Application	1650549467769	1650549468675	OK	 
GROUP	7	solirius_160_Job_Application	1650549467768	1650549468712	907	OK
REQUEST	7	solirius_170_Job_Application_Apply	solirius_170_Job_Application_Apply	1650549468713	1650549470254	OK	 
GROUP	7	solirius_170_Job_Application_Apply	1650549468712	1650549470304	1542	OK
REQUEST	7	solirius_190_Job_Application_Apply_Success	solirius_190_Job_Application_Apply_Success	1650549470304	1650549470331	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
GROUP	7	solirius_190_Job_Application_Apply_Success	1650549470304	1650549470333	27	KO
USER	Solirius Simulation	7	END	1650549445471	1650549470337
USER	Solirius Simulation	8	START	1650549505473	1650549505473
REQUEST	8	solirius_010_HomePage	solirius_010_HomePage	1650549505485	1650549506054	OK	 
GROUP	8	solirius_010_HomePage	1650549505484	1650549506446	923	OK
REQUEST	8	solirius_020_About_Us	solirius_020_About_Us	1650549512995	1650549513047	OK	 
GROUP	8	solirius_020_About_Us	1650549512994	1650549513121	84	OK
REQUEST	8	solirius_030_Business-Consulting	solirius_030_Business-Consulting	1650549518535	1650549521149	OK	 
GROUP	8	solirius_030_Business-Consulting	1650549518533	1650549521292	2710	OK
REQUEST	8	solirius_040_Cloud_Cyber	solirius_040_Cloud_Cyber	1650549521293	1650549521338	OK	 
GROUP	8	solirius_040_Cloud_Cyber	1650549521293	1650549521404	68	OK
REQUEST	8	solirius_050_Data_AI	solirius_050_Data_AI	1650549521406	1650549521851	OK	 
GROUP	8	solirius_050_Data_AI	1650549521404	1650549521882	446	OK
REQUEST	8	solirius_060_Digital_Delivery	solirius_060_Digital_Delivery	1650549521883	1650549521933	OK	 
GROUP	8	solirius_060_Digital_Delivery	1650549521882	1650549521991	73	OK
REQUEST	8	solirius_070_Digital_Engineering	solirius_070_Digital_Engineering	1650549521991	1650549522038	OK	 
GROUP	8	solirius_070_Digital_Engineering	1650549521991	1650549522107	86	OK
REQUEST	8	solirius_080_User_Centered_Design	solirius_080_User_Centered_Design	1650549522108	1650549524177	OK	 
GROUP	8	solirius_080_User_Centered_Design	1650549522107	1650549524261	2103	OK
REQUEST	8	solirius_090_Insights	solirius_090_Insights	1650549524264	1650549525920	OK	 
GROUP	8	solirius_090_Insights	1650549524261	1650549526326	2020	OK
REQUEST	8	solirius_100_Blog_1_Rebecca	solirius_100_Blog_1_Rebecca	1650549526329	1650549526399	OK	 
GROUP	8	solirius_100_Blog_1_Rebecca	1650549526326	1650549526518	117	OK
REQUEST	8	solirius_110_Blog_2_Max	solirius_110_Blog_2_Max	1650549526524	1650549526582	OK	 
GROUP	8	solirius_110_Blog_2_Max	1650549526519	1650549526992	427	OK
REQUEST	8	solirius_120_Contact	solirius_120_Contact	1650549526996	1650549528658	OK	 
GROUP	8	solirius_120_Contact	1650549526994	1650549528716	1663	OK
REQUEST	8	solirius_140_Join_Our_Team	solirius_140_Join_Our_Team	1650549528716	1650549528767	OK	 
GROUP	8	solirius_140_Join_Our_Team	1650549528716	1650549528824	74	OK
REQUEST	8	solirius_150_Job_Search	solirius_150_Job_Search	1650549528826	1650549529679	OK	 
GROUP	8	solirius_150_Job_Search	1650549528824	1650549529726	854	OK
REQUEST	8	solirius_160_Job_Application	solirius_160_Job_Application	1650549529727	1650549531249	OK	 
GROUP	8	solirius_160_Job_Application	1650549529726	1650549531281	1523	OK
REQUEST	8	solirius_170_Job_Application_Apply	solirius_170_Job_Application_Apply	1650549531281	1650549532272	OK	 
GROUP	8	solirius_170_Job_Application_Apply	1650549531281	1650549532316	992	OK
REQUEST	8	solirius_190_Job_Application_Apply_Success	solirius_190_Job_Application_Apply_Success	1650549532316	1650549532364	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
GROUP	8	solirius_190_Job_Application_Apply_Success	1650549532316	1650549532365	48	KO
USER	Solirius Simulation	8	END	1650549505473	1650549532371
USER	Solirius Simulation	9	START	1650549565472	1650549565472
REQUEST	9	solirius_010_HomePage	solirius_010_HomePage	1650549565481	1650549570728	KO	substring(Want to find out more?).find.exists, found nothing
GROUP	9	solirius_010_HomePage	1650549565477	1650549570759	5247	KO
USER	Solirius Simulation	9	END	1650549565472	1650549570762
USER	Solirius Simulation	10	START	1650549625474	1650549625474
REQUEST	10	solirius_010_HomePage	solirius_010_HomePage	1650549625480	1650549626024	OK	 
GROUP	10	solirius_010_HomePage	1650549625475	1650549626567	1044	OK
REQUEST	10	solirius_020_About_Us	solirius_020_About_Us	1650549631721	1650549631782	OK	 
GROUP	10	solirius_020_About_Us	1650549631715	1650549631860	100	OK
REQUEST	10	solirius_030_Business-Consulting	solirius_030_Business-Consulting	1650549637358	1650549641534	OK	 
GROUP	10	solirius_030_Business-Consulting	1650549637354	1650549641624	4216	OK
REQUEST	10	solirius_040_Cloud_Cyber	solirius_040_Cloud_Cyber	1650549641624	1650549641671	OK	 
GROUP	10	solirius_040_Cloud_Cyber	1650549641624	1650549641742	83	OK
REQUEST	10	solirius_050_Data_AI	solirius_050_Data_AI	1650549641743	1650549642355	OK	 
GROUP	10	solirius_050_Data_AI	1650549641742	1650549642390	613	OK
REQUEST	10	solirius_060_Digital_Delivery	solirius_060_Digital_Delivery	1650549642390	1650549642434	OK	 
GROUP	10	solirius_060_Digital_Delivery	1650549642390	1650549642500	77	OK
REQUEST	10	solirius_070_Digital_Engineering	solirius_070_Digital_Engineering	1650549642500	1650549642543	OK	 
GROUP	10	solirius_070_Digital_Engineering	1650549642500	1650549642663	96	OK
